Timestamp,CPU_Percent,RAM_Used_Percent,Disk_Util_Percent,Mode,Device
2025-06-01T19:16:33.1953437Z,14.09,95.06,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:34.2177926Z,13.73,98.00,61.90,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:35.2375313Z,16.54,96.98,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:36.2549071Z,13.11,97.71,63.80,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:37.278426Z,13.23,95.04,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:38.2952115Z,20.33,97.71,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:39.3161173Z,17.22,97.70,58.30,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:40.3413605Z,12.60,95.78,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:41.3628175Z,13.51,97.22,73.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:42.3759419Z,22.17,97.79,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:43.3991599Z,17.45,97.79,97.10,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:44.4264905Z,15.51,97.77,85.40,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:45.4409169Z,14.26,98.76,73.70,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:46.4626717Z,16.81,98.85,63.20,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:47.4813624Z,8.58,98.46,17.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:48.4999043Z,6.93,98.63,7.30,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:49.511978Z,5.89,98.72,19.40,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:50.5381389Z,6.21,98.94,17.30,swap,DESKTOP-S3BHPOS
2025-06-01T19:16:51.5527583Z,12.55,99.46,26.80,swap,DESKTOP-S3BHPOS
