Timestamp,CPU_Percent,RAM_Used_Percent,Disk_Util_Percent,Mode,Device
2025-06-04T20:42:57.63718172Z,7.65,78.95,11.90,swap,andy
2025-06-04T20:42:58.640875241Z,8.97,78.98,17.70,swap,andy
2025-06-04T20:42:59.644262443Z,8.03,78.63,17.80,swap,andy
2025-06-04T20:43:00.646984943Z,8.67,78.61,15.90,swap,andy
2025-06-04T20:43:01.649471247Z,8.43,78.81,19.90,swap,andy
2025-06-04T20:43:02.653499019Z,9.60,78.66,22.60,swap,andy
2025-06-04T20:43:03.656426333Z,7.15,78.72,5.40,swap,andy
2025-06-04T20:43:04.659331604Z,7.66,78.79,13.90,swap,andy
2025-06-04T20:43:05.661911462Z,8.31,78.95,17.40,swap,andy
2025-06-04T20:43:06.666170527Z,7.54,78.91,14.70,swap,andy
2025-06-04T20:43:07.668859981Z,7.92,78.94,11.50,swap,andy
2025-06-04T20:43:08.671427944Z,7.76,78.96,16.40,swap,andy
2025-06-04T20:43:09.674138863Z,8.50,78.94,12.50,swap,andy
2025-06-04T20:43:10.708982617Z,7.71,78.61,17.40,swap,andy
2025-06-04T20:43:11.719838377Z,10.26,79.03,23.40,swap,andy
2025-06-04T20:43:12.723535419Z,7.28,78.90,8.30,swap,andy
2025-06-04T20:43:13.726534112Z,7.04,78.95,6.60,swap,andy
2025-06-04T20:43:14.729428072Z,8.60,78.72,18.00,swap,andy
2025-06-04T20:43:15.734685473Z,7.72,78.67,10.00,swap,andy
2025-06-04T20:43:16.737520646Z,8.19,78.91,13.80,swap,andy
2025-06-04T20:43:17.740170737Z,8.71,78.98,12.70,swap,andy
2025-06-04T20:43:18.742751444Z,7.94,79.74,12.00,swap,andy
2025-06-04T20:43:19.74550888Z,7.22,78.72,16.70,swap,andy
2025-06-04T20:43:20.749560391Z,8.44,78.79,35.20,swap,andy
2025-06-04T20:43:21.752611875Z,9.71,78.78,60.00,swap,andy
2025-06-04T20:43:22.758444615Z,9.48,78.66,59.50,swap,andy
2025-06-04T20:43:23.761612473Z,8.77,78.88,68.40,swap,andy
2025-06-04T20:43:24.764483774Z,9.12,78.76,56.10,swap,andy
2025-06-04T20:43:25.773431241Z,9.67,78.68,55.60,swap,andy
2025-06-04T20:43:26.776184944Z,9.55,78.58,60.10,swap,andy
2025-06-04T20:43:27.779044328Z,9.06,78.81,61.80,swap,andy
2025-06-04T20:43:28.782143061Z,9.21,78.79,60.20,swap,andy
2025-06-04T20:43:29.785372016Z,9.16,78.69,59.30,swap,andy
2025-06-04T20:43:30.790050935Z,9.49,78.70,64.90,swap,andy
2025-06-04T20:43:31.7932112Z,2.71,79.16,21.50,swap,andy
2025-06-04T20:43:32.796521377Z,1.22,79.10,5.20,swap,andy
2025-06-04T20:43:33.800825881Z,1.33,79.06,1.50,swap,andy
2025-06-04T20:43:34.805065664Z,1.16,79.02,8.60,swap,andy
2025-06-04T20:43:35.808185122Z,1.05,79.01,5.00,swap,andy
