Timestamp,CPU_Percent,RAM_Used_Percent,Disk_Util_Percent,Mode,Device
2025-06-01T19:14:19.1621821Z,0.00,96.23,0.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:20.1846526Z,17.19,96.71,29.10,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:21.197452Z,23.21,96.07,38.50,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:22.216975Z,8.93,95.99,15.40,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:23.2311585Z,15.69,96.58,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:24.2894757Z,46.14,98.43,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:25.3032829Z,84.42,97.84,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:26.3212365Z,55.11,97.80,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:27.341818Z,48.22,97.23,70.40,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:28.3595463Z,28.19,98.30,21.50,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:29.3789396Z,23.64,98.79,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:30.400335Z,42.66,97.27,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:31.4097387Z,26.67,86.65,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:32.4231922Z,25.54,80.68,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:33.4351863Z,19.20,81.11,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:34.456822Z,12.77,84.14,6.90,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:35.475957Z,11.85,86.26,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:36.4905027Z,14.89,89.34,10.30,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:37.5133208Z,22.20,92.07,43.30,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:38.5439533Z,20.18,92.53,51.40,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:39.5652945Z,22.07,94.44,41.20,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:40.5976533Z,24.69,97.24,57.60,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:41.6162931Z,17.79,97.00,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:42.6375105Z,14.87,99.33,27.70,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:43.6657222Z,20.25,99.97,13.90,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:44.6858183Z,27.18,94.42,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:45.7152765Z,19.71,91.52,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:46.7271784Z,14.42,92.26,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:47.7537487Z,16.96,95.25,62.10,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:48.773943Z,36.54,98.20,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:49.7982028Z,64.72,97.15,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:50.8246497Z,28.89,93.82,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:51.8498342Z,19.25,96.38,23.30,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:52.8674152Z,21.79,97.62,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:53.8945569Z,16.97,98.78,22.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:54.9143405Z,37.21,91.25,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:55.9392269Z,10.51,91.41,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:56.964809Z,12.52,90.45,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:57.98931Z,13.97,92.95,63.50,swap,DESKTOP-S3BHPOS
2025-06-01T19:14:59.024713Z,11.30,95.78,63.60,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:00.0362005Z,16.31,97.26,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:01.0625164Z,23.33,97.75,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:02.0842183Z,27.26,98.48,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:03.1110691Z,19.49,92.53,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:04.1361944Z,17.36,93.55,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:05.1500643Z,13.30,96.26,63.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:06.1624329Z,13.46,98.55,51.10,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:07.1781321Z,15.01,98.25,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:08.1982611Z,17.74,99.04,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:09.2107978Z,23.34,97.76,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:10.22733Z,39.43,96.83,50.40,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:11.2457493Z,18.48,89.32,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:12.2635636Z,9.05,79.93,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:13.2769138Z,10.93,73.13,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:14.3041062Z,15.44,77.12,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:15.3256497Z,23.52,80.23,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:16.3394351Z,30.75,83.46,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:17.3576493Z,46.46,85.82,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:18.3893707Z,29.71,88.83,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:19.4074541Z,18.95,92.28,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:20.4177226Z,30.19,95.71,100.00,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:21.4479394Z,20.23,96.78,77.40,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:22.4665462Z,15.21,97.90,52.90,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:23.4813846Z,13.78,97.18,29.60,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:24.5006623Z,26.92,96.16,35.50,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:25.5092601Z,6.09,95.97,12.80,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:26.523208Z,8.58,96.39,48.70,swap,DESKTOP-S3BHPOS
2025-06-01T19:15:27.5441739Z,26.70,97.43,52.40,swap,DESKTOP-S3BHPOS
2025-06-04T20:42:14.466030644Z,0.00,79.32,0.00,swap,andy
2025-06-04T20:42:15.469447957Z,1.11,79.30,8.00,swap,andy
2025-06-04T20:42:16.472593548Z,1.28,79.25,4.20,swap,andy
2025-06-04T20:42:17.475814998Z,1.50,79.18,5.00,swap,andy
2025-06-04T20:42:18.478868802Z,1.06,79.14,3.00,swap,andy
2025-06-04T20:42:19.481741429Z,1.44,79.08,1.70,swap,andy
2025-06-04T20:42:20.48462906Z,6.33,79.01,4.50,swap,andy
2025-06-04T20:42:21.487512982Z,7.21,78.90,8.10,swap,andy
2025-06-04T20:42:22.490447383Z,7.82,78.76,15.60,swap,andy
2025-06-04T20:42:23.493184768Z,7.66,78.75,12.60,swap,andy
2025-06-04T20:42:24.495794636Z,7.71,78.75,13.70,swap,andy
2025-06-04T20:42:25.498413329Z,7.76,78.48,12.50,swap,andy
2025-06-04T20:42:26.500967869Z,9.31,79.07,22.70,swap,andy
2025-06-04T20:42:27.503772333Z,6.93,78.75,6.70,swap,andy
2025-06-04T20:42:28.50651481Z,9.05,78.93,15.10,swap,andy
2025-06-04T20:42:29.517079165Z,7.71,79.01,12.60,swap,andy
2025-06-04T20:42:30.528337392Z,7.31,79.20,13.30,swap,andy
2025-06-04T20:42:31.530794775Z,7.95,79.06,17.00,swap,andy
2025-06-04T20:42:32.533557503Z,7.76,78.99,18.50,swap,andy
2025-06-04T20:42:33.540147139Z,7.22,78.65,9.00,swap,andy
2025-06-04T20:42:34.543229321Z,7.53,78.74,15.50,swap,andy
2025-06-04T20:42:35.547814535Z,9.70,80.19,25.40,swap,andy
2025-06-04T20:42:36.550890374Z,8.04,78.94,6.20,swap,andy
2025-06-04T20:42:37.553850367Z,7.49,78.93,9.70,swap,andy
2025-06-04T20:42:38.556653119Z,7.66,78.80,16.40,swap,andy
2025-06-04T20:42:39.562123907Z,8.99,79.44,25.60,swap,andy
2025-06-04T20:42:40.564817832Z,7.25,79.35,12.20,swap,andy
2025-06-04T20:42:41.56760788Z,8.99,78.84,19.20,swap,andy
2025-06-04T20:42:42.5710863Z,8.23,78.73,16.00,swap,andy
2025-06-04T20:42:43.573776565Z,7.48,78.76,8.10,swap,andy
2025-06-04T20:42:44.576402715Z,7.76,78.66,11.70,swap,andy
2025-06-04T20:42:45.579259296Z,7.88,78.78,14.00,swap,andy
2025-06-04T20:42:46.581872732Z,7.76,78.55,11.00,swap,andy
2025-06-04T20:42:47.58472132Z,7.99,78.71,11.70,swap,andy
2025-06-04T20:42:48.587571934Z,7.95,78.69,19.90,swap,andy
2025-06-04T20:42:49.590124666Z,11.22,79.96,21.00,swap,andy
2025-06-04T20:42:50.6031209Z,8.72,78.66,15.30,swap,andy
2025-06-04T20:42:51.60585974Z,7.52,78.70,13.40,swap,andy
2025-06-04T20:42:52.610074054Z,7.56,78.74,17.70,swap,andy
2025-06-04T20:42:53.616662208Z,8.22,78.82,12.50,swap,andy
2025-06-04T20:42:54.620239958Z,7.89,78.78,15.00,swap,andy
2025-06-04T20:42:55.623222632Z,7.94,78.97,16.50,swap,andy
2025-06-04T20:42:56.625924769Z,7.66,79.00,10.10,swap,andy
